# fetched=2026-07-09
Country,Continent,ISO_Code,Level,GDLCODE,Region,Year,msch
Indonesia,Asia/Pacific,IDN,Subnat,IDNr127,"Southeast Sulawesi",2007,7.635
Indonesia,Asia/Pacific,IDN,Subnat,IDNr127,"Southeast Sulawesi",2008,7.639
Indonesia,Asia/Pacific,IDN,Subnat,IDNr127,"Southeast Sulawesi",2009,7.848
Indonesia,Asia/Pacific,IDN,Subnat,IDNr127,"Southeast Sulawesi",2010,7.906
Indonesia,Asia/Pacific,IDN,Subnat,IDNr127,"Southeast Sulawesi",2011,7.965
Indonesia,Asia/Pacific,IDN,Subnat,IDNr127,"Southeast Sulawesi",2012,8.021
Indonesia,Asia/Pacific,IDN,Subnat,IDNr127,"Southeast Sulawesi",2013,8.119
Indonesia,Asia/Pacific,IDN,Subnat,IDNr127,"Southeast Sulawesi",2014,8.216
Indonesia,Asia/Pacific,IDN,Subnat,IDNr127,"Southeast Sulawesi",2015,8.328
Indonesia,Asia/Pacific,IDN,Subnat,IDNr127,"Southeast Sulawesi",2016,8.398
Indonesia,Asia/Pacific,IDN,Subnat,IDNr127,"Southeast Sulawesi",2017,8.667
Indonesia,Asia/Pacific,IDN,Subnat,IDNr127,"Southeast Sulawesi",2018,8.583
Indonesia,Asia/Pacific,IDN,Subnat,IDNr127,"Southeast Sulawesi",2019,8.793
Indonesia,Asia/Pacific,IDN,Subnat,IDNr127,"Southeast Sulawesi",2020,9.004
Indonesia,Asia/Pacific,IDN,Subnat,IDNr127,"Southeast Sulawesi",2021,9.148
Indonesia,Asia/Pacific,IDN,Subnat,IDNr127,"Southeast Sulawesi",2022,9.148
Indonesia,Asia/Pacific,IDN,Subnat,IDNr127,"Southeast Sulawesi",2023,9.148
Indonesia,Asia/Pacific,IDN,Subnat,IDNr111,"West Java",1990,3.114
Indonesia,Asia/Pacific,IDN,Subnat,IDNr111,"West Java",1991,3.379
Indonesia,Asia/Pacific,IDN,Subnat,IDNr111,"West Java",1992,3.643
Indonesia,Asia/Pacific,IDN,Subnat,IDNr111,"West Java",1993,3.907
Indonesia,Asia/Pacific,IDN,Subnat,IDNr111,"West Java",1994,4.171
Indonesia,Asia/Pacific,IDN,Subnat,IDNr111,"West Java",1995,4.435
Indonesia,Asia/Pacific,IDN,Subnat,IDNr111,"West Java",1996,4.699
Indonesia,Asia/Pacific,IDN,Subnat,IDNr111,"West Java",1997,4.964
Indonesia,Asia/Pacific,IDN,Subnat,IDNr111,"West Java",1998,5.199
Indonesia,Asia/Pacific,IDN,Subnat,IDNr111,"West Java",1999,5.434
Indonesia,Asia/Pacific,IDN,Subnat,IDNr111,"West Java",2000,5.667
Indonesia,Asia/Pacific,IDN,Subnat,IDNr111,"West Java",2001,5.899
Indonesia,Asia/Pacific,IDN,Subnat,IDNr111,"West Java",2002,6.13
Indonesia,Asia/Pacific,IDN,Subnat,IDNr111,"West Java",2003,6.36
Indonesia,Asia/Pacific,IDN,Subnat,IDNr111,"West Java",2004,6.796
Indonesia,Asia/Pacific,IDN,Subnat,IDNr111,"West Java",2005,7.24
Indonesia,Asia/Pacific,IDN,Subnat,IDNr111,"West Java",2006,7.691
Indonesia,Asia/Pacific,IDN,Subnat,IDNr111,"West Java",2007,7.276
Indonesia,Asia/Pacific,IDN,Subnat,IDNr111,"West Java",2008,7.311
Indonesia,Asia/Pacific,IDN,Subnat,IDNr111,"West Java",2009,7.542
Indonesia,Asia/Pacific,IDN,Subnat,IDNr111,"West Java",2010,7.628
Indonesia,Asia/Pacific,IDN,Subnat,IDNr111,"West Java",2011,7.715
Indonesia,Asia/Pacific,IDN,Subnat,IDNr111,"West Java",2012,7.799
Indonesia,Asia/Pacific,IDN,Subnat,IDNr111,"West Java",2013,7.879
Indonesia,Asia/Pacific,IDN,Subnat,IDNr111,"West Java",2014,7.959
Indonesia,Asia/Pacific,IDN,Subnat,IDNr111,"West Java",2015,8.053
Indonesia,Asia/Pacific,IDN,Subnat,IDNr111,"West Java",2016,8.106
Indonesia,Asia/Pacific,IDN,Subnat,IDNr111,"West Java",2017,8.351
Indonesia,Asia/Pacific,IDN,Subnat,IDNr111,"West Java",2018,8.271
Indonesia,Asia/Pacific,IDN,Subnat,IDNr111,"West Java",2019,8.474
Indonesia,Asia/Pacific,IDN,Subnat,IDNr111,"West Java",2020,8.676
Indonesia,Asia/Pacific,IDN,Subnat,IDNr111,"West Java",2021,8.815
Indonesia,Asia/Pacific,IDN,Subnat,IDNr111,"West Java",2022,8.815
Indonesia,Asia/Pacific,IDN,Subnat,IDNr111,"West Java",2023,8.815
Indonesia,Asia/Pacific,IDN,Subnat,IDNr120,"West Kalimantan",1990,2.798
Indonesia,Asia/Pacific,IDN,Subnat,IDNr120,"West Kalimantan",1991,3.035
Indonesia,Asia/Pacific,IDN,Subnat,IDNr120,"West Kalimantan",1992,3.272
Indonesia,Asia/Pacific,IDN,Subnat,IDNr120,"West Kalimantan",1993,3.51
Indonesia,Asia/Pacific,IDN,Subnat,IDNr120,"West Kalimantan",1994,3.747
Indonesia,Asia/Pacific,IDN,Subnat,IDNr120,"West Kalimantan",1995,3.984
Indonesia,Asia/Pacific,IDN,Subnat,IDNr120,"West Kalimantan",1996,4.222
Indonesia,Asia/Pacific,IDN,Subnat,IDNr120,"West Kalimantan",1997,4.459
Indonesia,Asia/Pacific,IDN,Subnat,IDNr120,"West Kalimantan",1998,4.729
Indonesia,Asia/Pacific,IDN,Subnat,IDNr120,"West Kalimantan",1999,5
Indonesia,Asia/Pacific,IDN,Subnat,IDNr120,"West Kalimantan",2000,5.272
Indonesia,Asia/Pacific,IDN,Subnat,IDNr120,"West Kalimantan",2001,5.546
Indonesia,Asia/Pacific,IDN,Subnat,IDNr120,"West Kalimantan",2002,5.821
Indonesia,Asia/Pacific,IDN,Subnat,IDNr120,"West Kalimantan",2003,6.097
Indonesia,Asia/Pacific,IDN,Subnat,IDNr120,"West Kalimantan",2004,6.262
Indonesia,Asia/Pacific,IDN,Subnat,IDNr120,"West Kalimantan",2005,6.424
Indonesia,Asia/Pacific,IDN,Subnat,IDNr120,"West Kalimantan",2006,6.583
Indonesia,Asia/Pacific,IDN,Subnat,IDNr120,"West Kalimantan",2007,6.016
Indonesia,Asia/Pacific,IDN,Subnat,IDNr120,"West Kalimantan",2008,6.064
Indonesia,Asia/Pacific,IDN,Subnat,IDNr120,"West Kalimantan",2009,6.275
Indonesia,Asia/Pacific,IDN,Subnat,IDNr120,"West Kalimantan",2010,6.367
Indonesia,Asia/Pacific,IDN,Subnat,IDNr120,"West Kalimantan",2011,6.458
Indonesia,Asia/Pacific,IDN,Subnat,IDNr120,"West Kalimantan",2012,6.546
Indonesia,Asia/Pacific,IDN,Subnat,IDNr120,"West Kalimantan",2013,6.671
Indonesia,Asia/Pacific,IDN,Subnat,IDNr120,"West Kalimantan",2014,6.797
Indonesia,Asia/Pacific,IDN,Subnat,IDNr120,"West Kalimantan",2015,6.933
Indonesia,Asia/Pacific,IDN,Subnat,IDNr120,"West Kalimantan",2016,7.035
Indonesia,Asia/Pacific,IDN,Subnat,IDNr120,"West Kalimantan",2017,7.304
Indonesia,Asia/Pacific,IDN,Subnat,IDNr120,"West Kalimantan",2018,7.233
Indonesia,Asia/Pacific,IDN,Subnat,IDNr120,"West Kalimantan",2019,7.41
Indonesia,Asia/Pacific,IDN,Subnat,IDNr120,"West Kalimantan",2020,7.588
Indonesia,Asia/Pacific,IDN,Subnat,IDNr120,"West Kalimantan",2021,7.709
Indonesia,Asia/Pacific,IDN,Subnat,IDNr120,"West Kalimantan",2022,7.709
Indonesia,Asia/Pacific,IDN,Subnat,IDNr120,"West Kalimantan",2023,7.709
Indonesia,Asia/Pacific,IDN,Subnat,IDNr117,"West Nusa Tenggara",1990,2.34
Indonesia,Asia/Pacific,IDN,Subnat,IDNr117,"West Nusa Tenggara",1991,2.539
Indonesia,Asia/Pacific,IDN,Subnat,IDNr117,"West Nusa Tenggara",1992,2.737
Indonesia,Asia/Pacific,IDN,Subnat,IDNr117,"West Nusa Tenggara",1993,2.936
Indonesia,Asia/Pacific,IDN,Subnat,IDNr117,"West Nusa Tenggara",1994,3.134
Indonesia,Asia/Pacific,IDN,Subnat,IDNr117,"West Nusa Tenggara",1995,3.333
Indonesia,Asia/Pacific,IDN,Subnat,IDNr117,"West Nusa Tenggara",1996,3.531
Indonesia,Asia/Pacific,IDN,Subnat,IDNr117,"West Nusa Tenggara",1997,3.73
Indonesia,Asia/Pacific,IDN,Subnat,IDNr117,"West Nusa Tenggara",1998,3.853
Indonesia,Asia/Pacific,IDN,Subnat,IDNr117,"West Nusa Tenggara",1999,3.972
Indonesia,Asia/Pacific,IDN,Subnat,IDNr117,"West Nusa Tenggara",2000,4.089
Indonesia,Asia/Pacific,IDN,Subnat,IDNr117,"West Nusa Tenggara",2001,4.203
Indonesia,Asia/Pacific,IDN,Subnat,IDNr117,"West Nusa Tenggara",2002,4.314
Indonesia,Asia/Pacific,IDN,Subnat,IDNr117,"West Nusa Tenggara",2003,4.422
Indonesia,Asia/Pacific,IDN,Subnat,IDNr117,"West Nusa Tenggara",2004,5.039
Indonesia,Asia/Pacific,IDN,Subnat,IDNr117,"West Nusa Tenggara",2005,5.675
Indonesia,Asia/Pacific,IDN,Subnat,IDNr117,"West Nusa Tenggara",2006,6.33
Indonesia,Asia/Pacific,IDN,Subnat,IDNr117,"West Nusa Tenggara",2007,6.251
Indonesia,Asia/Pacific,IDN,Subnat,IDNr117,"West Nusa Tenggara",2008,6.256
Indonesia,Asia/Pacific,IDN,Subnat,IDNr117,"West Nusa Tenggara",2009,6.429
Indonesia,Asia/Pacific,IDN,Subnat,IDNr117,"West Nusa Tenggara",2010,6.479
Indonesia,Asia/Pacific,IDN,Subnat,IDNr117,"West Nusa Tenggara",2011,6.529
Indonesia,Asia/Pacific,IDN,Subnat,IDNr117,"West Nusa Tenggara",2012,6.576
Indonesia,Asia/Pacific,IDN,Subnat,IDNr117,"West Nusa Tenggara",2013,6.772
Indonesia,Asia/Pacific,IDN,Subnat,IDNr117,"West Nusa Tenggara",2014,6.968
Indonesia,Asia/Pacific,IDN,Subnat,IDNr117,"West Nusa Tenggara",2015,7.174
Indonesia,Asia/Pacific,IDN,Subnat,IDNr117,"West Nusa Tenggara",2016,7.344
Indonesia,Asia/Pacific,IDN,Subnat,IDNr117,"West Nusa Tenggara",2017,7.69
Indonesia,Asia/Pacific,IDN,Subnat,IDNr117,"West Nusa Tenggara",2018,7.616
Indonesia,Asia/Pacific,IDN,Subnat,IDNr117,"West Nusa Tenggara",2019,7.803
Indonesia,Asia/Pacific,IDN,Subnat,IDNr117,"West Nusa Tenggara",2020,7.989
Indonesia,Asia/Pacific,IDN,Subnat,IDNr117,"West Nusa Tenggara",2021,8.117
Indonesia,Asia/Pacific,IDN,Subnat,IDNr117,"West Nusa Tenggara",2022,8.117
Indonesia,Asia/Pacific,IDN,Subnat,IDNr117,"West Nusa Tenggara",2023,8.117
Indonesia,Asia/Pacific,IDN,Subnat,IDNr103,"West Sumatra",1990,4.012
Indonesia,Asia/Pacific,IDN,Subnat,IDNr103,"West Sumatra",1991,4.352
Indonesia,Asia/Pacific,IDN,Subnat,IDNr103,"West Sumatra",1992,4.692
Indonesia,Asia/Pacific,IDN,Subnat,IDNr103,"West Sumatra",1993,5.033
Indonesia,Asia/Pacific,IDN,Subnat,IDNr103,"West Sumatra",1994,5.373
Indonesia,Asia/Pacific,IDN,Subnat,IDNr103,"West Sumatra",1995,5.713
Indonesia,Asia/Pacific,IDN,Subnat,IDNr103,"West Sumatra",1996,6.054
Indonesia,Asia/Pacific,IDN,Subnat,IDNr103,"West Sumatra",1997,6.394
Indonesia,Asia/Pacific,IDN,Subnat,IDNr103,"West Sumatra",1998,6.713
Indonesia,Asia/Pacific,IDN,Subnat,IDNr103,"West Sumatra",1999,7.032
Indonesia,Asia/Pacific,IDN,Subnat,IDNr103,"West Sumatra",2000,7.349
Indonesia,Asia/Pacific,IDN,Subnat,IDNr103,"West Sumatra",2001,7.666
Indonesia,Asia/Pacific,IDN,Subnat,IDNr103,"West Sumatra",2002,7.982
Indonesia,Asia/Pacific,IDN,Subnat,IDNr103,"West Sumatra",2003,8.297
Indonesia,Asia/Pacific,IDN,Subnat,IDNr103,"West Sumatra",2004,8.343
Indonesia,Asia/Pacific,IDN,Subnat,IDNr103,"West Sumatra",2005,8.375
Indonesia,Asia/Pacific,IDN,Subnat,IDNr103,"West Sumatra",2006,8.395
Indonesia,Asia/Pacific,IDN,Subnat,IDNr103,"West Sumatra",2007,7.502
Indonesia,Asia/Pacific,IDN,Subnat,IDNr103,"West Sumatra",2008,7.645
Indonesia,Asia/Pacific,IDN,Subnat,IDNr103,"West Sumatra",2009,7.994
Indonesia,Asia/Pacific,IDN,Subnat,IDNr103,"West Sumatra",2010,8.19
Indonesia,Asia/Pacific,IDN,Subnat,IDNr103,"West Sumatra",2011,8.386
Indonesia,Asia/Pacific,IDN,Subnat,IDNr103,"West Sumatra",2012,8.576
Indonesia,Asia/Pacific,IDN,Subnat,IDNr103,"West Sumatra",2013,8.679
Indonesia,Asia/Pacific,IDN,Subnat,IDNr103,"West Sumatra",2014,8.781
Indonesia,Asia/Pacific,IDN,Subnat,IDNr103,"West Sumatra",2015,8.899
Indonesia,Asia/Pacific,IDN,Subnat,IDNr103,"West Sumatra",2016,8.971
Indonesia,Asia/Pacific,IDN,Subnat,IDNr103,"West Sumatra",2017,9.257
Indonesia,Asia/Pacific,IDN,Subnat,IDNr103,"West Sumatra",2018,9.167
Indonesia,Asia/Pacific,IDN,Subnat,IDNr103,"West Sumatra",2019,9.392
Indonesia,Asia/Pacific,IDN,Subnat,IDNr103,"West Sumatra",2020,9.617
Indonesia,Asia/Pacific,IDN,Subnat,IDNr103,"West Sumatra",2021,9.771
Indonesia,Asia/Pacific,IDN,Subnat,IDNr103,"West Sumatra",2022,9.771
Indonesia,Asia/Pacific,IDN,Subnat,IDNr103,"West Sumatra",2023,9.771
Malaysia,Asia/Pacific,MYS,National,MYSt,Total,1990,6.147
Malaysia,Asia/Pacific,MYS,National,MYSt,Total,1991,6.341
Malaysia,Asia/Pacific,MYS,National,MYSt,Total,1992,6.535
Malaysia,Asia/Pacific,MYS,National,MYSt,Total,1993,6.729
Malaysia,Asia/Pacific,MYS,National,MYSt,Total,1994,6.923
Malaysia,Asia/Pacific,MYS,National,MYSt,Total,1995,7.117
Malaysia,Asia/Pacific,MYS,National,MYSt,Total,1996,7.23
Malaysia,Asia/Pacific,MYS,National,MYSt,Total,1997,7.528
Malaysia,Asia/Pacific,MYS,National,MYSt,Total,1998,7.825
Malaysia,Asia/Pacific,MYS,National,MYSt,Total,1999,8.123
Malaysia,Asia/Pacific,MYS,National,MYSt,Total,2000,8.42
Malaysia,Asia/Pacific,MYS,National,MYSt,Total,2001,8.254
Malaysia,Asia/Pacific,MYS,National,MYSt,Total,2002,8.088
Malaysia,Asia/Pacific,MYS,National,MYSt,Total,2003,7.922
Malaysia,Asia/Pacific,MYS,National,MYSt,Total,2004,7.756
Malaysia,Asia/Pacific,MYS,National,MYSt,Total,2005,7.59
Malaysia,Asia/Pacific,MYS,National,MYSt,Total,2006,8.083
Malaysia,Asia/Pacific,MYS,National,MYSt,Total,2007,8.575
Malaysia,Asia/Pacific,MYS,National,MYSt,Total,2008,9.068
Malaysia,Asia/Pacific,MYS,National,MYSt,Total,2009,9.56
Malaysia,Asia/Pacific,MYS,National,MYSt,Total,2010,9.7
Malaysia,Asia/Pacific,MYS,National,MYSt,Total,2011,9.812
Malaysia,Asia/Pacific,MYS,National,MYSt,Total,2012,9.923
Malaysia,Asia/Pacific,MYS,National,MYSt,Total,2013,10.04
Malaysia,Asia/Pacific,MYS,National,MYSt,Total,2014,10.15
Malaysia,Asia/Pacific,MYS,National,MYSt,Total,2015,10.26
Malaysia,Asia/Pacific,MYS,National,MYSt,Total,2016,10.37
Malaysia,Asia/Pacific,MYS,National,MYSt,Total,2017,10.46
Malaysia,Asia/Pacific,MYS,National,MYSt,Total,2018,10.56
Malaysia,Asia/Pacific,MYS,National,MYSt,Total,2019,10.65
Malaysia,Asia/Pacific,MYS,National,MYSt,Total,2020,10.8
Malaysia,Asia/Pacific,MYS,National,MYSt,Total,2021,10.94
Malaysia,Asia/Pacific,MYS,National,MYSt,Total,2022,11.09
Malaysia,Asia/Pacific,MYS,National,MYSt,Total,2023,11.09
Malaysia,Asia/Pacific,MYS,Subnat,MYSr101,Johor,1990,6.194
Malaysia,Asia/Pacific,MYS,Subnat,MYSr101,Johor,1991,6.39
Malaysia,Asia/Pacific,MYS,Subnat,MYSr101,Johor,1992,6.585
Malaysia,Asia/Pacific,MYS,Subnat,MYSr101,Johor,1993,6.781
Malaysia,Asia/Pacific,MYS,Subnat,MYSr101,Johor,1994,6.976
Malaysia,Asia/Pacific,MYS,Subnat,MYSr101,Johor,1995,7.171
Malaysia,Asia/Pacific,MYS,Subnat,MYSr101,Johor,1996,7.285
Malaysia,Asia/Pacific,MYS,Subnat,MYSr101,Johor,1997,7.585
Malaysia,Asia/Pacific,MYS,Subnat,MYSr101,Johor,1998,7.885
Malaysia,Asia/Pacific,MYS,Subnat,MYSr101,Johor,1999,8.185
Malaysia,Asia/Pacific,MYS,Subnat,MYSr101,Johor,2000,8.484
Malaysia,Asia/Pacific,MYS,Subnat,MYSr101,Johor,2001,8.317
Malaysia,Asia/Pacific,MYS,Subnat,MYSr101,Johor,2002,8.15
Malaysia,Asia/Pacific,MYS,Subnat,MYSr101,Johor,2003,7.983
Malaysia,Asia/Pacific,MYS,Subnat,MYSr101,Johor,2004,7.815
Malaysia,Asia/Pacific,MYS,Subnat,MYSr101,Johor,2005,7.648
Malaysia,Asia/Pacific,MYS,Subnat,MYSr101,Johor,2006,8.144
Malaysia,Asia/Pacific,MYS,Subnat,MYSr101,Johor,2007,8.641
Malaysia,Asia/Pacific,MYS,Subnat,MYSr101,Johor,2008,9.137
Malaysia,Asia/Pacific,MYS,Subnat,MYSr101,Johor,2009,9.633
Malaysia,Asia/Pacific,MYS,Subnat,MYSr101,Johor,2010,9.774
Malaysia,Asia/Pacific,MYS,Subnat,MYSr101,Johor,2011,9.887
Malaysia,Asia/Pacific,MYS,Subnat,MYSr101,Johor,2012,9.999
Malaysia,Asia/Pacific,MYS,Subnat,MYSr101,Johor,2013,10.11
Malaysia,Asia/Pacific,MYS,Subnat,MYSr101,Johor,2014,10.22
Malaysia,Asia/Pacific,MYS,Subnat,MYSr101,Johor,2015,10.34
Malaysia,Asia/Pacific,MYS,Subnat,MYSr101,Johor,2016,10.45
Malaysia,Asia/Pacific,MYS,Subnat,MYSr101,Johor,2017,10.54
Malaysia,Asia/Pacific,MYS,Subnat,MYSr101,Johor,2018,10.64
Malaysia,Asia/Pacific,MYS,Subnat,MYSr101,Johor,2019,10.73
Malaysia,Asia/Pacific,MYS,Subnat,MYSr101,Johor,2020,10.88
Malaysia,Asia/Pacific,MYS,Subnat,MYSr101,Johor,2021,11.03
Malaysia,Asia/Pacific,MYS,Subnat,MYSr101,Johor,2022,11.18
Malaysia,Asia/Pacific,MYS,Subnat,MYSr101,Johor,2023,11.18
Malaysia,Asia/Pacific,MYS,Subnat,MYSr102,Kedah,1990,5.904
Malaysia,Asia/Pacific,MYS,Subnat,MYSr102,Kedah,1991,6.091
Malaysia,Asia/Pacific,MYS,Subnat,MYSr102,Kedah,1992,6.277
Malaysia,Asia/Pacific,MYS,Subnat,MYSr102,Kedah,1993,6.463
Malaysia,Asia/Pacific,MYS,Subnat,MYSr102,Kedah,1994,6.649
Malaysia,Asia/Pacific,MYS,Subnat,MYSr102,Kedah,1995,6.836
Malaysia,Asia/Pacific,MYS,Subnat,MYSr102,Kedah,1996,6.944
Malaysia,Asia/Pacific,MYS,Subnat,MYSr102,Kedah,1997,7.23
Malaysia,Asia/Pacific,MYS,Subnat,MYSr102,Kedah,1998,7.516
Malaysia,Asia/Pacific,MYS,Subnat,MYSr102,Kedah,1999,7.801
Malaysia,Asia/Pacific,MYS,Subnat,MYSr102,Kedah,2000,8.087
Malaysia,Asia/Pacific,MYS,Subnat,MYSr102,Kedah,2001,7.928
Malaysia,Asia/Pacific,MYS,Subnat,MYSr102,Kedah,2002,7.768
Malaysia,Asia/Pacific,MYS,Subnat,MYSr102,Kedah,2003,7.609
Malaysia,Asia/Pacific,MYS,Subnat,MYSr102,Kedah,2004,7.449
Malaysia,Asia/Pacific,MYS,Subnat,MYSr102,Kedah,2005,7.29
Malaysia,Asia/Pacific,MYS,Subnat,MYSr102,Kedah,2006,7.763
Malaysia,Asia/Pacific,MYS,Subnat,MYSr102,Kedah,2007,8.236
Malaysia,Asia/Pacific,MYS,Subnat,MYSr102,Kedah,2008,8.709
Malaysia,Asia/Pacific,MYS,Subnat,MYSr102,Kedah,2009,9.182
Malaysia,Asia/Pacific,MYS,Subnat,MYSr102,Kedah,2010,9.316
Malaysia,Asia/Pacific,MYS,Subnat,MYSr102,Kedah,2011,9.424
Malaysia,Asia/Pacific,MYS,Subnat,MYSr102,Kedah,2012,9.531
Malaysia,Asia/Pacific,MYS,Subnat,MYSr102,Kedah,2013,9.638
Malaysia,Asia/Pacific,MYS,Subnat,MYSr102,Kedah,2014,9.745
Malaysia,Asia/Pacific,MYS,Subnat,MYSr102,Kedah,2015,9.853
Malaysia,Asia/Pacific,MYS,Subnat,MYSr102,Kedah,2016,9.96
Malaysia,Asia/Pacific,MYS,Subnat,MYSr102,Kedah,2017,10.05
Malaysia,Asia/Pacific,MYS,Subnat,MYSr102,Kedah,2018,10.14
Malaysia,Asia/Pacific,MYS,Subnat,MYSr102,Kedah,2019,10.23
Malaysia,Asia/Pacific,MYS,Subnat,MYSr102,Kedah,2020,10.37
Malaysia,Asia/Pacific,MYS,Subnat,MYSr102,Kedah,2021,10.51
Malaysia,Asia/Pacific,MYS,Subnat,MYSr102,Kedah,2022,10.65
Malaysia,Asia/Pacific,MYS,Subnat,MYSr102,Kedah,2023,10.65
Malaysia,Asia/Pacific,MYS,Subnat,MYSr103,Kelantan,1990,5.402
Malaysia,Asia/Pacific,MYS,Subnat,MYSr103,Kelantan,1991,5.573
Malaysia,Asia/Pacific,MYS,Subnat,MYSr103,Kelantan,1992,5.743
Malaysia,Asia/Pacific,MYS,Subnat,MYSr103,Kelantan,1993,5.914
Malaysia,Asia/Pacific,MYS,Subnat,MYSr103,Kelantan,1994,6.084
Malaysia,Asia/Pacific,MYS,Subnat,MYSr103,Kelantan,1995,6.255
Malaysia,Asia/Pacific,MYS,Subnat,MYSr103,Kelantan,1996,6.354
Malaysia,Asia/Pacific,MYS,Subnat,MYSr103,Kelantan,1997,6.615
Malaysia,Asia/Pacific,MYS,Subnat,MYSr103,Kelantan,1998,6.877
Malaysia,Asia/Pacific,MYS,Subnat,MYSr103,Kelantan,1999,7.138
Malaysia,Asia/Pacific,MYS,Subnat,MYSr103,Kelantan,2000,7.4
Malaysia,Asia/Pacific,MYS,Subnat,MYSr103,Kelantan,2001,7.254
Malaysia,Asia/Pacific,MYS,Subnat,MYSr103,Kelantan,2002,7.108
Malaysia,Asia/Pacific,MYS,Subnat,MYSr103,Kelantan,2003,6.962
Malaysia,Asia/Pacific,MYS,Subnat,MYSr103,Kelantan,2004,6.816
Malaysia,Asia/Pacific,MYS,Subnat,MYSr103,Kelantan,2005,6.67
Malaysia,Asia/Pacific,MYS,Subnat,MYSr103,Kelantan,2006,7.103
Malaysia,Asia/Pacific,MYS,Subnat,MYSr103,Kelantan,2007,7.536
Malaysia,Asia/Pacific,MYS,Subnat,MYSr103,Kelantan,2008,7.969
Malaysia,Asia/Pacific,MYS,Subnat,MYSr103,Kelantan,2009,8.402
Malaysia,Asia/Pacific,MYS,Subnat,MYSr103,Kelantan,2010,8.525
Malaysia,Asia/Pacific,MYS,Subnat,MYSr103,Kelantan,2011,8.623
Malaysia,Asia/Pacific,MYS,Subnat,MYSr103,Kelantan,2012,8.721
Malaysia,Asia/Pacific,MYS,Subnat,MYSr103,Kelantan,2013,8.819
Malaysia,Asia/Pacific,MYS,Subnat,MYSr103,Kelantan,2014,8.917
Malaysia,Asia/Pacific,MYS,Subnat,MYSr103,Kelantan,2015,9.015
Malaysia,Asia/Pacific,MYS,Subnat,MYSr103,Kelantan,2016,9.113
Malaysia,Asia/Pacific,MYS,Subnat,MYSr103,Kelantan,2017,9.195
Malaysia,Asia/Pacific,MYS,Subnat,MYSr103,Kelantan,2018,9.277
Malaysia,Asia/Pacific,MYS,Subnat,MYSr103,Kelantan,2019,9.36
Malaysia,Asia/Pacific,MYS,Subnat,MYSr103,Kelantan,2020,9.488
Malaysia,Asia/Pacific,MYS,Subnat,MYSr103,Kelantan,2021,9.617
Malaysia,Asia/Pacific,MYS,Subnat,MYSr103,Kelantan,2022,9.746
Malaysia,Asia/Pacific,MYS,Subnat,MYSr103,Kelantan,2023,9.746
Malaysia,Asia/Pacific,MYS,Subnat,MYSr114,"Kuala Lumpur Federal Territory",1990,7.441
Malaysia,Asia/Pacific,MYS,Subnat,MYSr114,"Kuala Lumpur Federal Territory",1991,7.676
Malaysia,Asia/Pacific,MYS,Subnat,MYSr114,"Kuala Lumpur Federal Territory",1992,7.911
Malaysia,Asia/Pacific,MYS,Subnat,MYSr114,"Kuala Lumpur Federal Territory",1993,8.145
Malaysia,Asia/Pacific,MYS,Subnat,MYSr114,"Kuala Lumpur Federal Territory",1994,8.38
Malaysia,Asia/Pacific,MYS,Subnat,MYSr114,"Kuala Lumpur Federal Territory",1995,8.615
Malaysia,Asia/Pacific,MYS,Subnat,MYSr114,"Kuala Lumpur Federal Territory",1996,8.752
Malaysia,Asia/Pacific,MYS,Subnat,MYSr114,"Kuala Lumpur Federal Territory",1997,9.112
Malaysia,Asia/Pacific,MYS,Subnat,MYSr114,"Kuala Lumpur Federal Territory",1998,9.472
Malaysia,Asia/Pacific,MYS,Subnat,MYSr114,"Kuala Lumpur Federal Territory",1999,9.832
Malaysia,Asia/Pacific,MYS,Subnat,MYSr114,"Kuala Lumpur Federal Territory",2000,10.19
Malaysia,Asia/Pacific,MYS,Subnat,MYSr114,"Kuala Lumpur Federal Territory",2001,9.991
Malaysia,Asia/Pacific,MYS,Subnat,MYSr114,"Kuala Lumpur Federal Territory",2002,9.79
Malaysia,Asia/Pacific,MYS,Subnat,MYSr114,"Kuala Lumpur Federal Territory",2003,9.589
Malaysia,Asia/Pacific,MYS,Subnat,MYSr114,"Kuala Lumpur Federal Territory",2004,9.388
Malaysia,Asia/Pacific,MYS,Subnat,MYSr114,"Kuala Lumpur Federal Territory",2005,9.187
Malaysia,Asia/Pacific,MYS,Subnat,MYSr114,"Kuala Lumpur Federal Territory",2006,9.784
Malaysia,Asia/Pacific,MYS,Subnat,MYSr114,"Kuala Lumpur Federal Territory",2007,10.38
Malaysia,Asia/Pacific,MYS,Subnat,MYSr114,"Kuala Lumpur Federal Territory",2008,10.98
Malaysia,Asia/Pacific,MYS,Subnat,MYSr114,"Kuala Lumpur Federal Territory",2009,11.57
Malaysia,Asia/Pacific,MYS,Subnat,MYSr114,"Kuala Lumpur Federal Territory",2010,11.74
Malaysia,Asia/Pacific,MYS,Subnat,MYSr114,"Kuala Lumpur Federal Territory",2011,11.88
Malaysia,Asia/Pacific,MYS,Subnat,MYSr114,"Kuala Lumpur Federal Territory",2012,12.01
Malaysia,Asia/Pacific,MYS,Subnat,MYSr114,"Kuala Lumpur Federal Territory",2013,12.15
Malaysia,Asia/Pacific,MYS,Subnat,MYSr114,"Kuala Lumpur Federal Territory",2014,12.28
Malaysia,Asia/Pacific,MYS,Subnat,MYSr114,"Kuala Lumpur Federal Territory",2015,12.42
